code	lc	product_name_cs	product_name_de	product_name_en	product_name_es	product_name_fr	product_name_pt	generic_name_en	generic_name_es	generic_name_fr	quantity	serving_size	packaging	packaging_tags	brands	brands_tags	brand_owner	categories	categories_tags	labels	labels_tags	countries	countries_tags	stores	stores_tags	obsolete	obsolete_since_date	origins	origins_tags	origin_en	manufacturing_places	manufacturing_places_tags	emb_codes	emb_codes_tags	ingredients_text_cs	ingredients_text_de	ingredients_text_en	ingredients_text_es	ingredients_text_fr	ingredients_text_pt	allergens	allergens_tags	traces	traces_tags	no_nutrition_data	nutrition_data_per	nutrition_data_prepared_per	energy-kj_value	energy-kj_unit	energy-kcal_value	energy-kcal_unit	energy-kcal_prepared_value	energy-kcal_prepared_unit	fat_value	fat_unit	fat_prepared_value	fat_prepared_unit	saturated-fat_value	saturated-fat_unit	saturated-fat_prepared_value	saturated-fat_prepared_unit	carbohydrates_value	carbohydrates_unit	carbohydrates_prepared_value	carbohydrates_prepared_unit	sugars_value	sugars_unit	sugars_prepared_value	sugars_prepared_unit	fiber_value	fiber_unit	fiber_prepared_value	fiber_prepared_unit	proteins_value	proteins_unit	proteins_prepared_value	proteins_prepared_unit	salt_value	salt_unit	salt_prepared_value	salt_prepared_unit	sodium_value	sodium_unit	sodium_prepared_value	sodium_prepared_unit	alcohol_value	alcohol_unit	energy_value	energy_unit	energy_prepared_value	energy_prepared_unit	arachidic-acid_value	arachidic-acid_unit	monounsaturated-fat_value	monounsaturated-fat_unit	polyunsaturated-fat_value	polyunsaturated-fat_unit	alpha-linolenic-acid_value	alpha-linolenic-acid_unit	arachidonic-acid_value	arachidonic-acid_unit	trans-fat_value	trans-fat_unit	trans-fat_prepared_value	trans-fat_prepared_unit	cholesterol_value	cholesterol_unit	cholesterol_prepared_value	cholesterol_prepared_unit	added-sugars_value	added-sugars_unit	added-sugars_prepared_value	added-sugars_prepared_unit	polyols_value	polyols_unit	soluble-fiber_value	soluble-fiber_unit	vitamin-a_value	vitamin-a_unit	vitamin-a_prepared_value	vitamin-a_prepared_unit	vitamin-d_value	vitamin-d_unit	vitamin-d_prepared_value	vitamin-d_prepared_unit	vitamin-e_value	vitamin-e_unit	vitamin-c_value	vitamin-c_unit	vitamin-b1_value	vitamin-b1_unit	vitamin-b2_value	vitamin-b2_unit	vitamin-pp_value	vitamin-pp_unit	vitamin-b6_value	vitamin-b6_unit	vitamin-b9_value	vitamin-b9_unit	folates_value	folates_unit	vitamin-b12_value	vitamin-b12_unit	pantothenic-acid_value	pantothenic-acid_unit	potassium_value	potassium_unit	potassium_prepared_value	potassium_prepared_unit	calcium_value	calcium_unit	calcium_prepared_value	calcium_prepared_unit	iron_value	iron_unit	iron_prepared_value	iron_prepared_unit	cocoa_value	cocoa_unit	packaging_1_number_of_units	packaging_1_shape	packaging_1_material	packaging_1_recycling	packaging_1_weight_measured	packaging_2_number_of_units	packaging_2_shape	packaging_2_material	packaging_2_recycling	packaging_3_number_of_units	packaging_3_shape	packaging_3_material	packaging_3_recycling	packaging_4_number_of_units	packaging_4_shape	packaging_4_material	link	off:food_groups	off:food_groups_tags	off:nova_groups	off:nova_groups_tags	off:nutriscore_grade	off:nutriscore_score	off:ecoscore_grade	off:ecoscore_score	off:ecoscore_data.missing_key_data	off:ecoscore_data.agribalyse.code	off:ecoscore_data.adjustments.origins_of_ingredients.value	off:ecoscore_data.adjustments.packaging.value	off:ecoscore_data.adjustments.packaging.non_recyclable_and_non_biodegradable_materials	off:ecoscore_data.adjustments.production_system.value	off:ecoscore_data.adjustments.threatened_species.value	sources_fields:org-database-usda:available_date	sources_fields:org-database-usda:fdc_category	sources_fields:org-database-usda:fdc_data_source	sources_fields:org-database-usda:fdc_id	sources_fields:org-database-usda:modified_date	sources_fields:org-database-usda:publication_date	data_sources
0627843000082	fr			Cocoa Dusted Truffles		Truffes					16 oz (454 g)	4 Truffes (30g)	Métal, Boîte de conserve ou canette	en:metal,en:can	Truffettes de France	truffettes-de-france		"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Snacks, Snacks sucrés, Légumes et dérivés, Cacao et dérivés, Confiseries, Confiseries chocolatées, Champignons et produits dérivés, Bonbons de chocolat, Champignons, Truffes, Truffes en chocolat"	en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:snacks,en:sweet-snacks,en:vegetables-based-foods,en:cocoa-and-its-products,en:confectioneries,en:chocolate-candies,en:mushrooms-and-their-products,en:bonbons,en:mushrooms,en:truffles,en:chocolate-truffles	Sans gluten, Sans arômes artificiels, Sans conservateurs, Sans colorants artificiels, Sans colorants ni arômes artificiels, Sans huile de palme, en:Dairy MK	en:no-gluten,en:no-artificial-flavors,en:no-preservatives,en:no-artificial-colors,en:no-artificial-colours-or-flavours,en:no-palm-oil,en:dairy-mk	"Canada, États-Unis"	en:canada,en:united-states			0											Vegetable oil (coconut oil, mixed tocopherols), sugar, cocoa powder processed with alkali, whey powder, emulsifier: soy lecithin, natural flavor.				Lait, Soja	en:milk,en:soybeans	"Fruits à coque, en:Coconut"	en:nuts,en:coconut		serving	100g			190	kcal			12	g			11	g			13	g			13	g			1	g			1	g			50	mg			20	mg					190	kcal																					11	g																																			200	mg			12	mg			2	mg							en:metal															en:vegetables	en:fruits-and-vegetables,en:vegetables		unknown	d	16	a	83		20105	-5	-10	0	0								App - Yuka, Apps
0072392311545	en			Berry Lemonade Infusion Drink Mix							2 oz	9 g			VitaFusion	vitafusion		Dietary supplements	en:dietary-supplements			United States	en:united-states			0																				serving	100g			30	kcal			0	g			0	g			8	g			5	g							0	g			575	mg			230	mg					30	kcal													0	g			0	mg			5	g							438	µg																											100	mg																																	unknown	e	24	unknown		1		-5	-15	1	0								App - Yuka, Apps
0013300602904	en			Brownie Bites							7.4 oz	26 g			Martha White	martha-white		Snacks, Sweet snacks, Biscuits and cakes, Cakes, Cooking helpers, Baking Mixes, Chocolate cakes, Brownies	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:cooking-helpers,en:baking-mixes,en:chocolate-cakes,en:brownies			United States	en:united-states			0											sugar, enriched bleached wheat flour (wheat flour, niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid), cocoa, canola oil, corn starch, salt, natural flavors, artificial flavors, baking soda				Gluten	en:gluten	Eggs, Milk, Soybeans	en:eggs,en:milk,en:soybeans		serving	serving			100	kcal	160	kcal	1.5	g	7	g	0	g	1	g	22	g	22	g	16	g	16	g	1	g	1	g	1	g	2	g	175	mg	200	mg	70	mg	80	mg			100	kcal	160	kcal											0	g	0	g	0	mg	25	mg	16	g	16	g									0	µg	0	µg																					68	mg	76	mg	3	mg	7	mg	1	mg	1	mg																				en:biscuits-and-cakes	en:sugary-snacks,en:biscuits-and-cakes	4	en:4-ultra-processed-food-and-drink-products	d	12	d	24	1	23032	-5	-15	1	0								App - smoothie-openfoodfacts, Apps, App - Yuka
0646670463488	en			Dried sliced cranberries							10 oz	1/4 cup, 40g			Sprouts Farmers Market	sprouts-farmers-market		Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Fruits based foods, Dried products, Dried plant-based foods, Dried fruits, Dried cranberries	en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:fruits-based-foods,en:dried-products,en:dried-plant-based-foods,en:dried-fruits,en:dried-cranberries	No gluten	en:no-gluten	United States	en:united-states			0																				serving	100g			140	kcal			0	g			0	g			35	g			29	g			2	g			0	g			0	g			0	g					140	kcal													0	g			0	mg			20	g											0	µg																																																						en:dried-fruits	en:fruits-and-vegetables,en:dried-fruits		unknown	c	4	unknown		1		-5	-15	1	0								App - Yuka, Apps
0825543002058	en			Caramel Popcorn								28 g			Pease's	pease-s		Snacks, Sweet snacks, Popcorn, Popcorn with caramel	en:snacks,en:sweet-snacks,en:popcorn,en:popcorn-with-caramel			United States	en:united-states			0																				serving	100g			120	kcal			5	g			2.5	g			19	g			15	g			1	g			1	g			375	mg			150	mg					120	kcal													0	g			5	mg			15	g											0	µg																											10	mg			0.1	mg																									unknown	e	25	b	65	1	9232	-5	-15	1	0								App - Yuka, Apps
0085629054221	en			Milk Chocolate Pecan Caramel							4.2 oz	17 g			Heavenly Caramels	heavenly-caramels		Snacks, Sweet snacks, Confectioneries, Caramels	en:snacks,en:sweet-snacks,en:confectioneries,en:caramels			United States	en:united-states			0																				serving	100g			80	kcal			4	g			2	g			10	g			10	g			0	g			1	g			62.5	mg			25	mg					80	kcal													0	g			5	mg			9	g											0	µg																							40	mg			10	mg			0.2	mg																						en:sweets	en:sugary-snacks,en:sweets		unknown	e	26	unknown		1		-5	-15	1	0								App - Yuka, Apps
0025555701714	en			F.R.O.G. Jam							18 oz (510g)	1 tbsp (20g)			Walnut Creek Foods	walnut-creek-foods		Plant-based foods and beverages, Plant-based foods, Breakfasts, Spreads, Plant-based spreads, Sweet spreads, Fruit and vegetable preserves, Jams	en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:spreads,en:plant-based-spreads,en:sweet-spreads,en:fruit-and-vegetable-preserves,en:jams			United States	en:united-states			0																				serving	100g			50	kcal			0	g			0	g			13	g			12	g			0	g			0	g			0	g			0	g					50	kcal													0	g			0	mg			11	g											0	µg																							0	mg			0	mg			0	mg																						en:sweets	en:sugary-snacks,en:sweets		unknown	d	12	b	60	1	31024	-5	-15	1	0								App - Yuka, Apps
0818408012903	en			Crunchy Rice Rolls							4.2 oz, 120g	1 stick, 10g						Snacks	en:snacks	No gluten, Vegetarian, Vegan, No cholesterol	en:no-gluten,en:vegetarian,en:vegan,en:no-cholesterol	United States	en:united-states			0																				serving	100g			35	kcal			0	g			0	g			9	g			4	g			0	g			0	g			0	g			0	g					35	kcal													0	g			0	mg			4	g											0	µg																																																									unknown	d	12	unknown		1		-5	-15	1	0								App - Yuka, Apps
0041761103159	en			Elmer Chocolate Valentines Day Pack							2 oz	57 g						Snacks, Sweet snacks, Cocoa and its products, Chocolates	en:snacks,en:sweet-snacks,en:cocoa-and-its-products,en:chocolates			United States	en:united-states			0				Made in USA							SUGAR, MILK CHOCOLATE (SUGAR, COCOA BUTTER, MILK, CHOCOLATE, SOY LECITHIN, NATURAL VANILLA EXTRACT) DARK SWEET CHOCOLATE (SUGAR, CHOCOLATE, COCOA BUTTER, SOY LECITHIN, NATURAL VANILLA EXTRACT), CORN SYRUP, PALM OIL, HIGH FRUCTOSE CORN SYRUP, MILK, COCOA PROCESSED WITH ALKALI, EGG WHITES, SOY LECITHIN, SALT, NATURAL FLAVORING, CITRIC ACID, PAPRIKA OLEORESIN, BEET JUICE.				Eggs, Milk, Soybeans	en:eggs,en:milk,en:soybeans	Nuts, Peanuts	en:nuts,en:peanuts		serving	100g			250	kcal			11	g			6	g			39	g			33	g			1	g			1	g			62.5	mg			25	mg					250	kcal													0	g			0	mg			32	g											0	µg																							67	mg			26	mg			1	mg																						en:chocolate-products	en:sugary-snacks,en:chocolate-products	4	en:4-ultra-processed-food-and-drink-products	e	24	unknown		1		-5	-15	1	0	-10							App - Yuka, Apps
0035900171147	en			Sanders Classic Caramel Dessert Topping				Caramel			10 oz	28 g (1 oz)	Glass, Clear Glass, Jar	en:glass,en:clear-glass,en:jar	Sanders Candy	sanders-candy		Caramel Dessert Topping	en:caramel-dessert-topping	No gluten	en:no-gluten	United States	en:united-states			0											Cream (Cream, Milk), Corn Syrup, Sugar, Water, Butter (Cream, Salt), Corn Starch, Whey, Nonfat Dry Milk, Salt, Raisin Juice Concentrate, Gum Acacia, Xanthan Gum, Soy Lecithin (an emulsifier), Natural Flavor.				Milk, Soybeans	en:milk,en:soybeans	Eggs, Nuts, Peanuts	en:eggs,en:nuts,en:peanuts		serving	100g			100	kcal			3.5	g			2.5	g			16	g			13	g			0	g			0	g			275	mg			110	mg					100	kcal													0	g			10	mg			12	g							0	g			0	µg					0	mg																	30	mg			10	mg			0	mg						en:jar	en:clear-glass														https://sanderscandy.com/collections/all-toppings-dips/products/classic-caramel-dessert-topping?variant=39570369282107			4	en:4-ultra-processed-food-and-drink-products	e	26	unknown				-5	-2	0	0								App - yuka, Apps, Database - USDA NDB, Databases, App - InFood
0043656719605	en			Sweet Orange Marmalade							12 oz, 340 g	20g	Glass	en:glass	Trappist Monks of St. Joseph's Abbey	trappist-monks-of-st-joseph-s-abbey	Trappist Preserves	Plant-based foods and beverages, Plant-based foods, Breakfasts, Spreads, Plant-based spreads, Sweet spreads, Fruit and vegetable preserves, Jams, Marmalades	en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:spreads,en:plant-based-spreads,en:sweet-spreads,en:fruit-and-vegetable-preserves,en:jams,en:marmalades			United States	en:united-states			0					Trappist Monks of St. Joseph's Abbey,Spencer,Massachusetts	trappist-monks-of-st-joseph-s-abbey,spencer,massachusetts					Sugar, corn syrup, orange peel & juice, fruit pectin, citric acid.									serving	100g			50	kcal			0	g							14	g			13	g							0	g			12.5	mg			5	mg					50	kcal																					12	g																																																			en:glass														trappistpreserve.com	en:sweets	en:sugary-snacks,en:sweets	4	en:4-ultra-processed-food-and-drink-products	d	13	b	73		31024	-5	-2	0	0		2018-05-20T00:00:00Z	Jam, Jelly & Fruit Spreads	LI	359645	2018-05-20T00:00:00Z	2019-04-01T00:00:00Z	Databases, database-usda, Database - USDA NDB, App - Open Food Facts, Apps
0052000340242	en			Glacier freeze crisp & cool thirst quencher powder, glacier freeze							1440 g	23 g	Aluminium-unknown, Card-tube, Hdpe-lid	en:aluminium-unknown,en:card-tube,en:hdpe-lid	Gatarode	gatarode	The Quaker Oats Co./gatorade-Van Camp	Beverages, Dried products, Dried products to be rehydrated, Dehydrated beverages	en:beverages,en:dried-products,en:dried-products-to-be-rehydrated,en:dehydrated-beverages			United States	en:united-states			0											sugar, dextrose, citric acid, salt, sodium citrate, monopotassium phosphate, calcium silicate, gum arabic, modified food starch, natural flavor, blue 1,									100g	serving			348	kcal			0	g							416	g			397	g			0	g			0	g			7.075	g			2.83	g					348	kcal																					91.304347826087	g																																			217	mg																														en:sweetened-beverages	en:beverages,en:sweetened-beverages	4	en:4-ultra-processed-food-and-drink-products	unknown		unknown		1		-5	-15	1	0		2019-05-15T00:00:00Z	Powdered Drinks	LI	618782	2019-05-15T00:00:00Z	2019-12-06T00:00:00Z	Databases, database-usda, Database - USDA NDB, App - El CoCo, App - Horizon, App - InFood, Apps
00607575	en			Trader Joe's Chocolate Bar QUINTET		Trader Joe's Chocolate Bar QUINTET					7 oz (200 g)	40 g	Paper box	en:paper-box	Trader Joe's	trader-joe-s		Snacks, Sweet snacks, Cocoa and its products, Chocolates, Assorted chocolates, Belgian chocolate	en:snacks,en:sweet-snacks,en:cocoa-and-its-products,en:chocolates,en:assorted-chocolates,en:belgian-chocolate			United States	en:united-states	Trader Joe's	trader-joe-s	0					Belgique	belgique					"MILK CHOCOLATE (SUGAR, COCOA BUTTER, WHOLE MILK POWDER, COCOA MASS, SOY LECITHIN, VANILLA EXTRACT), DARK CHOCOLATE (COCOA MASS, SUGAR, COCOA BUTTER, SOY LECITHIN), TOFFEE PIECES (SUGAR, GLUCOSE SYRUP, BUTTERFAT, NATURAL FLAVORS, SALT, SOY LECITHIN), CANDIED ORANGE PEEL (ORANGE PEEL, SUGAR, GLUCOSE-FRUCTOSE SYRUP, CITRIC ACID), HAZELNUTS, HONEY PIECES (HONEY, CORNSTARCH, SUGAR), SUGAR, ORANGE OIL, SEA SALT, CINNAMON EXTRACT.
CONTAINS MILK, SOY, HAZELNUT. MAY CONTAIN TRACES OF WHEAT, ALMOND, CASHEW.
DARK CHOCOLATE CONTAINS COCOA SOLIDS 56% MINIMUM.
MILK CHOCOLATE CONTAINS COCOA SOLIDS 32% MINIMUM."				Milk, Nuts, Soybeans	en:milk,en:nuts,en:soybeans	Gluten, Nuts	en:gluten,en:nuts		serving	100g			220	kcal			12	g			7	g			24	g			19	g			2	g			3	g			62.5	mg			25	mg					220	kcal													0	g			5	mg			18	g											0	µg																							170	mg			50	mg			2.7	mg						en:box	en:paper															en:chocolate-products	en:sugary-snacks,en:chocolate-products	4	en:4-ultra-processed-food-and-drink-products	e	21	unknown				-5	-1	0	0								
0070552902022	en			Lite Syrup, Original								1/4 cup (60 ml)			Winco Foods,Winco Foods  Inc.	winco-foods,winco-foods-inc	Winco Foods, Inc.	Sweeteners, Syrups, Simple syrups	en:sweeteners,en:syrups,en:simple-syrups			United States	en:united-states			0											HIGH FRUCTOSE CORN SYRUP, WATER, LESS THAN 2% OF: CELLULOSE GUM, SALT, SORBIC ACID, NATURAL & ARTIFICIAL FLAVOR, CARAMEL COLOR, SODIUM BENZOATE (A PRESERVATIVE), SODIUM HEXAMETAPHOSPHATE.									serving	100g			100	kcal			0	g			0	g			26	g			25	g			0	g			0	g			450	mg			180	mg					100	kcal													0	g			0	mg			25	g											0	µg																							0	mg			0	mg			0	mg																								4	en:4-ultra-processed-food-and-drink-products	d	14	unknown		1		-5	-15	1	0		2017-06-25T00:00:00Z	Syrups & Molasses	LI	500408	2017-06-25T00:00:00Z	2019-04-01T00:00:00Z	Databases, database-usda, App - yuka, Apps, Database - USDA NDB
0071720534953	en			Junior caramels				Caramel candy covered in chocolate			3.6 oz, 102 g	9 PIECES (29 g)			Junior Caramels,Tootsie Roll	junior-caramels,tootsie-roll	Tootsie Roll Industries Inc.	Snacks, Sweet snacks, Confectioneries	en:snacks,en:sweet-snacks,en:confectioneries	No gluten, No artificial flavors, No peanuts	en:no-gluten,en:no-artificial-flavors,en:no-peanuts	United States	en:united-states			0											Milk chocolate (sugar, cocoa butter, chocolate, milk, and soy lecithin - an emulsifier), sugar, corn syrup, palm oil, dry whole milk, mono and diglycerides, natural flavors, whey, confectioner's glaze, salt, food starch-modified, soy lecithin.				Milk, Soybeans	en:milk,en:soybeans	Eggs	en:eggs		serving	100g			130	kcal			4	g			2.5	g			23	g			17	g			0	g			1	g			62.5	mg			25	mg					130	kcal													0	g			0	mg			16	g											0	µg																							48	mg			11	mg			1	mg					1	en:box	en:paperboard															en:sweets	en:sugary-snacks,en:sweets	4	en:4-ultra-processed-food-and-drink-products	e	23	unknown				-5	-1	0	0	-10	2020-02-26T00:00:00Z	Candy	LI	796443	2020-02-26T00:00:00Z	2020-04-01T00:00:00Z	Databases, database-usda, Database - USDA NDB, App - Yuka, Apps
7798128000493	es				Alfajores Chocolate Blanco	Alfajores chocolate blanco			alfajores rellenos con dulce de leche con cobertura de chocolate blanco.		360 g / 12.7 oz	1 unidad/piece 60 g / 2 oz	Papel, Bolsa, Caja, en:Individual bag	en:paper,en:bag,en:box,en:individual-bag	Cachafaz	cachafaz		Botanas, Snacks dulces, Dulces, Alimentos festivos, Gastronomía navideña, Dulces de Navidad, Alfajores	en:snacks,en:sweet-snacks,en:confectioneries,en:festive-foods,en:christmas-foods-and-drinks,en:christmas-sweets,en:alfajores	en:Made in Argentina	en:made-in-argentina	Argentina, Bolivia, Francia, Estados Unidos	en:argentina,en:bolivia,en:france,en:united-states			0		Argentina	en:argentina		Buenos Aires,Argentina	buenos-aires,argentina	RNE 02-034.351,RNPA 02-528.099	rne-02-034-351,rnpa-02-528-099				"Dulce de leche (leche entera, azúcar, glucosa, ESPESANTE (INS 406), AROMATIZANTE (vainilla), REGULADOR DE ACIDEZ (INS 500ii), CONSERVANTE (INS 202)), harina enriquecida (hierro 0.0030%, ácido fólico 0.00022%, tiamina 0.00063%, riboflavina 0.00013%, niacina 0.0013%), cobertura de chocolate blanco, aceite vegetal interesterificado, azúcar, fécula, miel, huevos, cacao en polvo, EMULSIFICANTES (INS 322, INS 471), LEUDANTE QUÍMICO (INS 500ii, INS 503ii), AROMATIZANTE, HUMECTANTE (INS 420), CONSERVANTE (INS 282)."			Huevos, Gluten, Leche, Soja	en:eggs,en:gluten,en:milk,en:soybeans	Cacahuetes	en:peanuts		serving	100g	1046	kJ	249	kcal			9.3	g			4.5	g			36	g			26	g			0.8	g			3.2	g			110	mg			44	mg					1046	kJ					3.2	g	1.6	g					0	g			8.8	mg			24	g																																																	1	en:box	en:paper			6	en:individual-bag	en:plastic									https://www.cachafaz.com/alfajor-chocolate-blanco	en:sweets	en:sugary-snacks,en:sweets	4	en:4-ultra-processed-food-and-drink-products	e	21	unknown				-3	-11	1	0								App - yuka, Apps
0044000050108	en			Chips Ahoy! Thins Double Chocolate		Chips Ahoy! Thins Double Chocolate		real chocolate chips cookies.			7 oz (198 g)	4 cookies 30 g	Plastic, Bag	en:plastic,en:bag	Chips Ahoy!,Nabisco	chips-ahoy,nabisco	Mondelez Int. US (0074819091009)	Snacks, Sweet snacks, Biscuits and cakes, Biscuits, Chocolate biscuits, Drop cookies, Chocolate chip cookies, Dry biscuits	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits,en:chocolate-biscuits,en:drop-cookies,en:chocolate-chip-cookies,en:dry-biscuits	Kosher, Orthodox Union Kosher	en:kosher,en:orthodox-union-kosher	Bolivia, France, United States	en:bolivia,en:france,en:united-states			0		United States	en:united-states		Hanover,New Jersey,Estados Unidos	hanover,new-jersey,estados-unidos	040503190014	040503190014			UNBLEACHED ENRICHED FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE (VITAMIN B1), RIBOFLAVIN (VITAMIN B2), FOLIC ACID), SEMISWEET CHOCOLATE CHIPS (SUGAR, CHOCOLATE, COCOA BUTTER, DEXTROSE, MILK, SOY LECITHIN, SALT, VANILLA EXTRACT), SUGAR, CANOLA OIL, PALM OIL, COCOA PROCESSED WITH ALKALI, INVERT SUGAR, SALT, SOY LECITHIN, BAKING SODA, ARTIFICIAL FLAVOR, NATURAL FLAVOR.				Gluten, Milk, Soybeans	en:gluten,en:milk,en:soybeans				serving	100g			150	kcal			6	g			2.5	g			21	g			13	g			1	g			1	g			125	mg			50	mg					150	kcal													0	g			0	mg			13	g											0	% DV																							70	mg			10	mg			1.5	mg					1	en:bag	en:plastic														https://www.mondelezinternational.com/	en:biscuits-and-cakes	en:sugary-snacks,en:biscuits-and-cakes	4	en:4-ultra-processed-food-and-drink-products	e	21	c	50		24000	1	-10	1	0	-10	2018-05-07T00:00:00Z	Biscuits/Cookies	GDSN	771416	2018-03-09T00:00:00Z	2020-02-27T00:00:00Z	App - yuka, Apps, Databases, database-usda
0034856003014	en			Island Fruits		Island fruits					0.5 oz	14 g	Plastic bag	en:plastic-bag	Welch's,Fruit Snacks	welch-s,fruit-snacks		Gummy candy	en:gummy-candy	No gluten, No preservatives	en:no-gluten,en:no-preservatives	United States	en:united-states			0											FRUIT PUREE (GRAPE, PEACH, PEAR, BANANA, MANGO, KIWI AND PASSION FRUIT), CORN SYRUP, SUGAR, MODIFIED CORN STARCH, GELATIN, CITRIC ACID, LACTIC ACID, NATURAL AND ARTIFICIAL FLAVORS, ASCORBIC ACID (VITAMIN C), ALPHA TOCOPHEROL ACETATE (VITAMIN E), VITAMIN A PALMITATE, SODIUM CITRATE, COCONUT OIL CARNAUBA WAX, ANNATTO (COLOR), TURMERIC (COLOR), RED 40, AND BLUE 1.				Banana, Gelatin, Kiwi, Peach	en:banana,en:gelatin,en:kiwi,en:peach				serving	100g			45	kcal			0	g			0	g			10	g			6	g			0	g			0	g			25	mg			10	mg					45	kcal																					5	g							140	µg							2.3	mg	14	mg																																en:packet	en:plastic																	4	en:4-ultra-processed-food-and-drink-products	d	11	unknown				-5	-10	1	0								App - yuka, Apps
1848001321	en			Rainbow Belts Gummies							32 oz	30 g			Bebeto,Crayola	bebeto,crayola		Snacks, Sweet snacks, Confectioneries, Candies, Gummi candies	en:snacks,en:sweet-snacks,en:confectioneries,en:candies,en:gummi-candies			United States	en:united-states			0											sugar, corn syrup, wheat flour, malic acid, palm oil, apple juice concentrate, citric acid, artificial flavor, sorbitol, modified corn starch, colors (titanium dioxide, red no 40, yellow no 5, blue no 1), mono and di glycerides of vegetable fatty acids.				Gluten	en:gluten	Milk, Soybeans	en:milk,en:soybeans		serving	100g			110	kcal			1	g			0.5	g			25	g			18	g			0	g			1	g			0	mg			0	mg					110	kcal													0	g			0	mg			17	g											0	µg																							0	mg			0	mg			0	mg																						en:sweets	en:sugary-snacks,en:sweets	4	en:4-ultra-processed-food-and-drink-products	d	15	c	59	1	31060	-5	-15	1	0	-10							
0038000148101	en			Kellogg's Honey Smacks	Kellogg's Honey Smacks			sweetened puffed wheat cereal	cereal endulzado de trigo inflado.		23 oz (1 lb 7 oz) 652 g	1 cup/taza 36 g	Plastic, Paper, Bag, Box	en:plastic,en:paper,en:bag,en:box	Honey Smacks,Kellogg's	honey-smacks,kellogg-s	The Kellogg Company	Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals, Puffed grains, Puffed cereals, Puffed wheat	en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:cereals-and-potatoes,en:cereals-and-their-products,en:breakfast-cereals,en:puffed-grains,en:puffed-cereals,en:puffed-wheat	No artificial flavors, No artificial colors, No HFCS	en:no-artificial-flavors,en:no-artificial-colors,en:no-hfcs	Bolivia, United States	en:bolivia,en:united-states			0		United States	en:united-states		Bettle Creek,Miami,Florida,Estados Unidos	bettle-creek,miami,florida,estados-unidos	080503010029	080503010029			Whole grain wheat, sugar, glucose syrup, honey, palm oil 2%, fruit juice (color), salt, canola lecithin, mixed tocopherols (vitamin e).				Gluten	en:gluten				serving	100g			130	kcal			0.5	g			0	g			32	g			18	g			2	g			2	g			112.5	mg			45	mg					130	kcal					0	g	0	g					0	g			0	mg			18	g											0	µg																							70	mg			0	mg			0.6	mg					1	en:box	en:paper			1	en:bag	en:plastic									https://www.kelloggs.com/	en:breakfast-cereals	en:cereals-and-potatoes,en:breakfast-cereals	4	en:4-ultra-processed-food-and-drink-products	c	10	d	25		32135	1	-11	1	0	-10	2019-05-15T00:00:00Z	Cereal	LI	652032	2019-05-15T00:00:00Z	2019-12-06T00:00:00Z	App - yuka, Apps, Databases, database-usda
