code	lc	product_name_cs	product_name_de	product_name_en	product_name_es	product_name_fr	product_name_pt	generic_name_en	generic_name_es	generic_name_fr	quantity	serving_size	packaging	packaging_tags	brands	brands_tags	brand_owner	categories	categories_tags	labels	labels_tags	countries	countries_tags	stores	stores_tags	obsolete	obsolete_since_date	origins	origins_tags	origin_en	manufacturing_places	manufacturing_places_tags	emb_codes	emb_codes_tags	ingredients_text_cs	ingredients_text_de	ingredients_text_en	ingredients_text_es	ingredients_text_fr	ingredients_text_pt	allergens	allergens_tags	traces	traces_tags	no_nutrition_data	nutrition_data_per	nutrition_data_prepared_per	energy-kj_value	energy-kj_unit	energy-kcal_value	energy-kcal_unit	energy-kcal_prepared_value	energy-kcal_prepared_unit	fat_value	fat_unit	fat_prepared_value	fat_prepared_unit	saturated-fat_value	saturated-fat_unit	saturated-fat_prepared_value	saturated-fat_prepared_unit	carbohydrates_value	carbohydrates_unit	carbohydrates_prepared_value	carbohydrates_prepared_unit	sugars_value	sugars_unit	sugars_prepared_value	sugars_prepared_unit	fiber_value	fiber_unit	fiber_prepared_value	fiber_prepared_unit	proteins_value	proteins_unit	proteins_prepared_value	proteins_prepared_unit	salt_value	salt_unit	salt_prepared_value	salt_prepared_unit	sodium_value	sodium_unit	sodium_prepared_value	sodium_prepared_unit	alcohol_value	alcohol_unit	energy_value	energy_unit	energy_prepared_value	energy_prepared_unit	arachidic-acid_value	arachidic-acid_unit	monounsaturated-fat_value	monounsaturated-fat_unit	polyunsaturated-fat_value	polyunsaturated-fat_unit	alpha-linolenic-acid_value	alpha-linolenic-acid_unit	arachidonic-acid_value	arachidonic-acid_unit	trans-fat_value	trans-fat_unit	trans-fat_prepared_value	trans-fat_prepared_unit	cholesterol_value	cholesterol_unit	cholesterol_prepared_value	cholesterol_prepared_unit	added-sugars_value	added-sugars_unit	added-sugars_prepared_value	added-sugars_prepared_unit	polyols_value	polyols_unit	soluble-fiber_value	soluble-fiber_unit	vitamin-a_value	vitamin-a_unit	vitamin-a_prepared_value	vitamin-a_prepared_unit	vitamin-d_value	vitamin-d_unit	vitamin-d_prepared_value	vitamin-d_prepared_unit	vitamin-e_value	vitamin-e_unit	vitamin-c_value	vitamin-c_unit	vitamin-b1_value	vitamin-b1_unit	vitamin-b2_value	vitamin-b2_unit	vitamin-pp_value	vitamin-pp_unit	vitamin-b6_value	vitamin-b6_unit	vitamin-b9_value	vitamin-b9_unit	folates_value	folates_unit	vitamin-b12_value	vitamin-b12_unit	pantothenic-acid_value	pantothenic-acid_unit	potassium_value	potassium_unit	potassium_prepared_value	potassium_prepared_unit	calcium_value	calcium_unit	calcium_prepared_value	calcium_prepared_unit	iron_value	iron_unit	iron_prepared_value	iron_prepared_unit	cocoa_value	cocoa_unit	packaging_1_number_of_units	packaging_1_shape	packaging_1_material	packaging_1_recycling	packaging_1_weight_measured	packaging_2_number_of_units	packaging_2_shape	packaging_2_material	packaging_2_recycling	packaging_3_number_of_units	packaging_3_shape	packaging_3_material	packaging_3_recycling	packaging_4_number_of_units	packaging_4_shape	packaging_4_material	link	off:food_groups	off:food_groups_tags	off:nova_groups	off:nova_groups_tags	off:nutriscore_grade	off:nutriscore_score	off:ecoscore_grade	off:ecoscore_score	off:ecoscore_data.missing_key_data	off:ecoscore_data.agribalyse.code	off:ecoscore_data.adjustments.origins_of_ingredients.value	off:ecoscore_data.adjustments.packaging.value	off:ecoscore_data.adjustments.packaging.non_recyclable_and_non_biodegradable_materials	off:ecoscore_data.adjustments.production_system.value	off:ecoscore_data.adjustments.threatened_species.value	sources_fields:org-database-usda:available_date	sources_fields:org-database-usda:fdc_category	sources_fields:org-database-usda:fdc_data_source	sources_fields:org-database-usda:fdc_id	sources_fields:org-database-usda:modified_date	sources_fields:org-database-usda:publication_date	data_sources
00609203	en			Scandinavian Tidings				soft & chewy gummy candy			14 oz	30 g			Trader Joe's	trader-joe-s		Snacks, Sweet snacks, Cocoa and its products, Confectioneries, Chocolate candies, Candies, Gummi candies	en:snacks,en:sweet-snacks,en:cocoa-and-its-products,en:confectioneries,en:chocolate-candies,en:candies,en:gummi-candies			United States	en:united-states	Trader Joe's	trader-joe-s	0											CANE SUGAR, TAPIOCA SYRUP, INVERT SUGAR SYRUP, WATER, MODIFIED CORNSTARCH, DEXTROSE, CITRIC ACID (ACIDIFIER), NATURAL FLAVORS, CONFECTIONER'S GLAZE (SUNFLOWER OIL, CARNAUBA WAX, MIXED TOCOPHEROLS), SODIUM CITRATE, COLOR ADDED (VEGETABLE JUICE, FRUIT JUICE, SPIRULINA EXTRACT, TURMERIC OLEORESIN).									serving	100g			100	kcal			0	g			0	g			26	g			19	g			0	g			0	g			50	mg			20	mg					100	kcal													0	g			0	mg			19	g											0	µg																							0	mg			0	mg			0	mg																						en:sweets	en:sugary-snacks,en:sweets	4	en:4-ultra-processed-food-and-drink-products	d	14	b	69	1	31060	-5	-15	1	0								App - yuka, Apps, App - InFood
0718813696463	en			Red Meltables							12 oz	30 g			Sweet Tooth Fairy	sweet-tooth-fairy		Beverages, Baking decorations	en:beverages,en:baking-decorations			United States	en:united-states	Michael's	michael-s	0											SUGAR, VEGETABLE OIL (PALM KERNEL OIL, HYDROGENATED PALM KERNEL OIL), WHOLE MILK SOLIDS, WHEY POWDER, NONFAT DRY MILK SOLIDS, ARTIFICIAL COLOR (FD&C RED 40 LAKE), SOY LECITHIN (AN EMULSIFIER), SALT, ARTIFICIAL FLAVOR.				Milk, Soybeans	en:milk,en:soybeans	Milk, Nuts, Peanuts, Soybeans	en:milk,en:nuts,en:peanuts,en:soybeans		serving	100g			160	kcal			9	g			8	g			20	g			19	g			0	g			0	g			87.5	mg			35	mg					160	kcal													0	g			0	mg			19	g											0	µg																							30	mg			15	mg			0	mg																						en:sweetened-beverages	en:beverages,en:sweetened-beverages	4	en:4-ultra-processed-food-and-drink-products	e	31	unknown		1		-5	-15	1	0	-10							App - yuka, Apps
00750646	en			Passion Fruit Rounds							2 oz	57 g			"Trader Joe’s"	trader-joe-s		Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Fruits based foods, Dried products, Dried plant-based foods, Dried fruits	en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:fruits-based-foods,en:dried-products,en:dried-plant-based-foods,en:dried-fruits			United States	en:united-states	Trader Joe's	trader-joe-s	0				Product of Vietnam							Passion Fruit, Cane Sugar, Deionized Apple Juice Concentrate, Powdered Sugar (Cane Sugar, Tapioca Starch).									serving	100g			210	kcal			0	g			0	g			50	g			32	g			3	g			1	g			62.5	mg			25	mg					210	kcal													0	g			0	mg			27	g											0	µg																							150	mg			10	mg			1	mg																						en:dried-fruits	en:fruits-and-vegetables,en:dried-fruits	3	en:3-processed-foods	c	7	unknown		1		-5	-15	1	0								
4061464292611	en			Dark Raspberry Almond Chocolate Bars							5 bars	25 g			Moser Roth	moser-roth		Snacks, Sweet snacks, Cocoa and its products, Chocolates, Dark chocolates, Dark chocolate bar	en:snacks,en:sweet-snacks,en:cocoa-and-its-products,en:chocolates,en:dark-chocolates,en:dark-chocolate-bar	Fair trade, Fairtrade International, Made in Germany	en:fair-trade,en:fairtrade-international,en:made-in-germany	Germany, United States	en:germany,en:united-states	Aldi	aldi	0											SEMISWEET CHOCOLATE (SUGAR, CHOCOLATE, COCOA BUTTER, SOY LECITHIN, VANILLA POWDER), ALMONDS, RASPBERRY PUREE, SUGAR, APPLE PUREE, NATURAL FLAVORS, PINEAPPLE, SODIUM ALGINATE, CITRIC ACID, CARROT AND ARONIA BERRY CONCENTRATE (COLOR).				Nuts, Soybeans	en:nuts,en:soybeans	Milk, Nuts, Peanuts, COCONUT	en:milk,en:nuts,en:peanuts,en:coconut		serving	100g			140	kcal			8	g			4.5	g			15	g			12	g			2	g			2	g			0	mg			0	mg					140	kcal													0	g			0	mg			11	g											0.3	µg																							100	mg			20	mg			1.9	mg																						en:chocolate-products	en:sugary-snacks,en:chocolate-products	4	en:4-ultra-processed-food-and-drink-products	e	21	d	25	1	31080	-5	-15	1	10								
0718813181730	en			Peppermint Crushed Candy							8 oz	15 g			Sweet Tooth Fairy	sweet-tooth-fairy		Baking decorations	en:baking-decorations			United States	en:united-states	Michael's	michael-s	0											Sugar, Glucose Syrup, Water, Titanium Dioxide (color), Artificial Flavor, Artificial Color (FD&C Red 40).						Eggs, Milk, Nuts, Soybeans	en:eggs,en:milk,en:nuts,en:soybeans		serving	100g			50	kcal			0	g			0	g			13	g			13	g			0	g			0	g			0	mg			0	mg					50	kcal													0	g			0	mg			13	g											0	µg																							0	mg			0	mg			0	mg																								4	en:4-ultra-processed-food-and-drink-products	d	14	unknown		1		-5	-15	1	0								
0718813696562	en			Dark Green Meltables							12 oz	30 g			Sweet Tooth Fairy	sweet-tooth-fairy		Baking decorations	en:baking-decorations			United States	en:united-states	Michael's	michael-s	0											SUGAR, VEGETABLE OIL (PALM KERNEL OIL, HYDROGENATED PALM KERNEL OIL), WHOLE MILK SOLIDS, WHEY POWDER, NONFAT DRY MILK SOLIDS, ARTIFICIAL COLOR (FD&C YELLOW 5 LAKE, FD&C BLUE 1 LAKE), SOY LECITHIN (AN EMULSIFIER), SALT, ARTIFICIAL FLAVOR.				Milk, Soybeans	en:milk,en:soybeans	Eggs, Gluten, Milk, Nuts, Peanuts, Soybeans	en:eggs,en:gluten,en:milk,en:nuts,en:peanuts,en:soybeans		serving	100g			160	kcal			9	g			8	g			20	g			20	g			0	g			0	g			87.5	mg			35	mg					160	kcal													0	g			0	mg			19	g											0	µg																							30	mg			20	mg			0	mg																								4	en:4-ultra-processed-food-and-drink-products	e	27	unknown		1		-5	-15	1	0	-10							
4061459663495	en			Semi-Sweet Chocolate Baking Bar							4 oz	14 g			Baker's Corner	baker-s-corner		Snacks, Sweet snacks, Cocoa and its products, Chocolates, Dark chocolates, Dark chocolate bar	en:snacks,en:sweet-snacks,en:cocoa-and-its-products,en:chocolates,en:dark-chocolates,en:dark-chocolate-bar	No gluten, Rainforest Alliance	en:no-gluten,en:rainforest-alliance	United States	en:united-states	Aldi	aldi	0											CHOCOLATE LIQUOR, SUGAR, COCOA BUTTER, BUTTERFAT (MILK), SOY LECITHIN (AN EMULSIFIER), VANILLA EXTRACT.				Milk, Soybeans	en:milk,en:soybeans				serving	100g			80	kcal			5	g			3.5	g			7	g			5	g			2	g			1	g			0	mg			0	mg					80	kcal													0	g			0	mg			5	g											0	µg																							70	mg			10	mg			0.3	mg																						en:chocolate-products	en:sugary-snacks,en:chocolate-products	4	en:4-ultra-processed-food-and-drink-products	e	19	d	25	1	31080	-5	-15	1	10								
4099100105988	en			Milk Chocolate Marizpan Log							3.35 oz	32 g			Aldi	aldi				Fair trade, Fairtrade International	en:fair-trade,en:fairtrade-international	United States	en:united-states	Aldi	aldi	0				Product of Germany							SUGAR, GROUND ALMONDS, GROUND HAZELNUTS, COCOA BUTTER, CHOCOLATE LIQUOR, MILK, LECITHINS (SOY), INVERTASE.				Milk, Nuts, Soybeans	en:milk,en:nuts,en:soybeans	Eggs, Gluten, Nuts	en:eggs,en:gluten,en:nuts		serving	100g			160	kcal			9	g			2.5	g			20	g			18	g			1	g			2	g			12.5	mg			5	mg					160	kcal													0	g			0	mg			17	g											0	µg																							4	% DV			4	% DV			6	% DV																								4	en:4-ultra-processed-food-and-drink-products	unknown		unknown		1		-5	-15	1	10								
0850030504029	en			Giant Dark Chocolate Peanut Butter Cup							2.6 oz	37 g			The Capital Candy Jar	the-capital-candy-jar		Snacks, Sweet snacks, Cocoa and its products, Confectioneries, Chocolate candies, Peanut butter cups	en:snacks,en:sweet-snacks,en:cocoa-and-its-products,en:confectioneries,en:chocolate-candies,en:peanut-butter-cups			United States	en:united-states	South Mountain Creamery	south-mountain-creamery	0											SUGAR, CHOCOLATE LIQUOR, COCOA BUTTER, SOY LECITHIN (AN EMULSIFIER), VANILLA EXTRACT, PEANUT BUTTER (ROASTED PEANUTS, SUGAR, MOLASSES, FULLY HYDROGENATED VEGETABLE OILS (RAPESEED OIL, SOYBEAN OIL), MONO AND DIGLYCERIDES, SALT, CORNSTARCH.				Milk, Peanuts, Soybeans	en:milk,en:peanuts,en:soybeans				serving	100g			200	kcal			14	g			5	g			18	g			14	g			3	g			4	g			137.5	mg			55	mg					200	kcal													0	g			0	mg			13	g											0	% DV																							2	% DV			0	% DV			4	% DV																						en:sweets	en:sugary-snacks,en:sweets	4	en:4-ultra-processed-food-and-drink-products	e	20	unknown		1		-5	-15	1	0								
0021130250097	en			Powdered Pure Cane Sugar							16 oz	0.25 cup (30 g)			Signature Select,Safeway,Safeway  Inc.	signature-select,safeway,safeway-inc	Safeway, Inc.	Sweeteners, Sugars, Powdered sugars	en:sweeteners,en:sugars,en:powdered-sugars			United States	en:united-states	Safeway	safeway	0											CANE SUGAR, CORNSTARCH.									serving	100g			120	kcal			0	g			0	g			30	g			29	g			0	g			0	g			0	g			0	g					120	kcal													0	g			0	mg			29	g											0	µg																							0	mg			0	mg			0	mg																						en:sweets	en:sugary-snacks,en:sweets	2	en:2-processed-culinary-ingredients	d	14	b	76	1	31016	-5	-15	1	0		2018-01-19T00:00:00Z	Granulated, Brown & Powdered Sugar	LI	458779	2018-01-19T00:00:00Z	2019-04-01T00:00:00Z	Databases, database-usda, Database - USDA NDB, App - Yuka, Apps
0040000058519	en			Original Jellybeans		Starburst Jellybeans Original		Jellybeans			14 oz	1 oz, 28g			Starbust	starbust	Mars Chocolate North America LLC	Snacks, Sweet snacks, Confectioneries, Candies, Gummi candies, Jelly beans	en:snacks,en:sweet-snacks,en:confectioneries,en:candies,en:gummi-candies,en:jelly-beans			France, United States	en:france,en:united-states	Safeway	safeway	0											sugar, corn syrup, modified corn starch, less than 2% of: citric acid, acacia, sodium citrate, apple juice from concentrate, natural and artificial flavors, confectioner's glaze, carnauba wax, colors (red 40, yellow 5, yellow 6, blue 1, titanium dioxide), mineral oil, beeswax.									serving	100g			100	kcal			0	g			0	g			25	g			20	g			0	g			0	g			37.5	mg			15	mg					100	kcal													0	g			0	mg			20	g																																																																		en:sweets	en:sugary-snacks,en:sweets	4	en:4-ultra-processed-food-and-drink-products	d	14	b	69	1	31060	-5	-15	1	0		2019-04-17T00:00:00Z	Candy	LI	667132	2019-04-17T00:00:00Z	2019-12-06T00:00:00Z	App - yuka, Apps, Databases, database-usda, App - InFood, App - smoothie-openfoodfacts
0040000505488	en			Fun Size Twix				caramel and chocolate cookie bar candy			10.83 oz	1 bar (16 g)			Twix,Mars	twix,mars	Mars Chocolate North America LLC	Snacks, Sweet snacks, Confectioneries	en:snacks,en:sweet-snacks,en:confectioneries			United States	en:united-states	Safeway	safeway	0											MILK CHOCOLATE (SUGAR, COCOA BUTTER, CHOCOLATE, SKIM MILK, LACTOSE, MILKFAT, SOY LECITHIN, PGPR, ARTIFICIAL FLAVORS), ENRICHED WHEAT FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), SUGAR, PALM OIL, CORN SYRUP, SKIM MILK, DEXTROSE, SALT, COCOA POWDER, SOY LECITHIN, MODIFIED CORN STARCH, BAKING SODA, ARTIFICIAL FLAVOR.				Gluten, Milk, Soybeans	en:gluten,en:milk,en:soybeans	Peanuts	en:peanuts		serving	100g			80	kcal			3.5	g			2	g			11	g			8	g			0	g			1	g			75	mg			30	mg					80	kcal													0	g			0	mg			7	g											0	µg																							0	mg			0	mg			0	mg																						en:sweets	en:sugary-snacks,en:sweets	4	en:4-ultra-processed-food-and-drink-products	e	28	unknown		1		-5	-15	1	0	-10	2018-12-07T00:00:00Z	Candy	LI	665150	2018-12-07T00:00:00Z	2019-12-06T00:00:00Z	Databases, database-usda, App - yuka, Apps, App - smoothie-openfoodfacts
0043000200063	en			Lime Jell-O				Gelatin Dessert			3 oz	22 g			Jell-O	jell-o		Food additives, Thickeners, Gelatin	en:food-additives,en:thickeners,en:gelatin			United States	en:united-states			0											SUGAR, GELATIN, ADIPIC ACID, DISODIUM PHOSPHATE, SODIUM CITRATE, FUMARIC ACID, NATURAL AND ARTIFICIAL FLAVOR, YELLOW 5, BLUE 1.				Gelatin	en:gelatin				serving	100g			80	kcal			0	g			0	g			19	g			19	g			0	g			2	g			250	mg			100	mg					80	kcal													0	g			0	mg			19	g											0	% DV																							0	mg			0	% DV			0	% DV																								4	en:4-ultra-processed-food-and-drink-products	not-applicable		b	63	1	11007	-5	-15	1	0								App - InFood, Apps, Database - USDA NDB, Databases
0644209420957	en			Dark Chocolate Fudge Brownie Mix							18.2 oz (1 lb 2.2 oz) 515 g	1/18 package 29 g			Duncan Hines	duncan-hines	Pinnacle Foods Group LLC	Snacks, Sweet snacks, Biscuits and cakes, Cakes, Cooking helpers, Dessert mixes, Pastry helpers, Baking Mixes, Cake mixes	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:cooking-helpers,en:dessert-mixes,en:pastry-helpers,en:baking-mixes,en:cake-mixes	Kosher, Contains GMOs, Orthodox Union Kosher	en:kosher,en:contains-gmos,en:orthodox-union-kosher	Bolivia, United States	en:bolivia,en:united-states			0		United States	en:united-states		Estados Unidos	estados-unidos	040503190005	040503190005			Sugar, Enriched Bleached Wheat Flour (Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Cocoa Powder Processed With Alkali, Palm Oil, Dextrose 2%, Salt, Sodium Bicarbonate, Artificial Flavor, Wheat Starch.				Gluten	en:gluten				serving	100g			120	kcal			1.5	g			0.5	g			24	g			16	g			1	g			1	g			250	mg			100	mg					120	kcal													0	g			0	mg			16	g											0	µg							0.05	mg	0.04	mg	0.4	mg			7	µg	20	µg					0	mg			0	mg			1.1	mg					1	en:box	en:cardboard	en:recycle		1	en:bag	en:plastic									https://www.duncanhines.com/brownie-mix/classic/dark-chocolate-fudge-brownie-mix	en:biscuits-and-cakes	en:sugary-snacks,en:biscuits-and-cakes	4	en:4-ultra-processed-food-and-drink-products	unknown		unknown				1	-11	1	0	-10	2019-09-24T00:00:00Z	Cake, Cookie & Cupcake Mixes	LI	630162	2019-09-24T00:00:00Z	2019-12-06T00:00:00Z	Databases, database-usda, App - InFood, Apps, Database - USDA NDB
0745998990161	en			Organic Mint Crunch Dark Chocolate Bar							2.8 oz	30 g			Equal Exchange	equal-exchange	Equal Exchange, Inc.	Snacks, Sweet snacks, Cocoa and its products, Confectioneries, Chocolate candies, Chocolates, Dark chocolates	en:snacks,en:sweet-snacks,en:cocoa-and-its-products,en:confectioneries,en:chocolate-candies,en:chocolates,en:dark-chocolates	Fair trade, Kosher	en:fair-trade,en:kosher	United States	en:united-states			0											organic chocolate liquor, organic raw cane sugar, organic cocoa butter, peppermint crisps 10% (organic cane sugar, organic peppermint oil), organic unrefined whole cane sugar, organic ground vanilla beans.						Milk, Nuts, Peanuts, Coconut	en:milk,en:nuts,en:peanuts,en:coconut		serving	100g			170	kcal			12	g			7	g			15	g			11	g			3	g			2	g			0	g			0	g					170	kcal													0	g			0	mg			11	g											0	% DV																							4	% DV			2	% DV			20	% DV																						en:chocolate-products	en:sugary-snacks,en:chocolate-products	3	en:3-processed-foods	e	20	e	15	1	31080	-5	-15	1	0		2018-04-10T00:00:00Z	Chocolate	LI	398218	2018-04-10T00:00:00Z	2019-04-01T00:00:00Z	Databases, database-usda, Database - USDA NDB, App - Yuka, Apps
0745998990222	en			Caraml Crunch Milk Chocolate Bar							2.8 oz	30 g			Equal Exchange	equal-exchange	Equal Exchange, Inc.	Snacks, Sweet snacks, Cocoa and its products, Confectioneries, Chocolate candies	en:snacks,en:sweet-snacks,en:cocoa-and-its-products,en:confectioneries,en:chocolate-candies	Fair trade, Organic, Kosher, USDA Organic	en:fair-trade,en:organic,en:kosher,en:usda-organic	United States	en:united-states			0											organic raw cane sugar, organic cocoa butter, organic whole milk powder, organic chocolate liquor, organic caramel 10% (organic raw cane sugar, organic whole milk powder), organic unrefined whole cane sugar, sea salt.				Milk	en:milk	Nuts, Peanuts, Coconuts	en:nuts,en:peanuts,en:coconuts		serving	100g			170	kcal			11	g			7	g			15	g			14	g			1	g			2	g			162.5	mg			65	mg					170	kcal													0	g			5	mg			12	g											0	% DV																							2	% DV			6	% DV			8	% DV																						en:sweets	en:sugary-snacks,en:sweets	3	en:3-processed-foods	e	26	unknown		1		-5	-15	1	0		2018-08-07T00:00:00Z	Chocolate	LI	492652	2018-08-07T00:00:00Z	2019-04-01T00:00:00Z	Databases, database-usda, Database - USDA NDB
0028000217303	en		Butter scotch	Butterscotch Morsels							11 oz	1 Tbsp (14 g)	Stück	en:stuck	Toll House,Nestle	toll-house,nestle	Nestle USA Inc.	Snacks, Sweet snacks, Confectioneries, Baking decorations	en:snacks,en:sweet-snacks,en:confectioneries,en:baking-decorations			France, Germany, United States	en:france,en:germany,en:united-states	Safeway	safeway	0											SUGAR, PALM KERNEL OIL, MILK, NONFAT MILK, HYDROGENATED PALM OIL, SOY LECITHIN, BUTTER, CARAMEL COLOR, NATURAL FLAVOR, ARTIFICIAL FLAVOR, SUNFLOWER LECITHIN, PAPRIKA OLEORESIN (FOR COLOR), ACETIC ACID.				Milk, Soybeans	en:milk,en:soybeans				serving	100g			80	kcal			4	g			3.5	g			9	g			9	g			0	g			1	g			25	mg			10	mg					80	kcal													0	g			0	mg			9	g											0	µg																							30	mg			20	mg			0	mg																						en:sweets	en:sugary-snacks,en:sweets	4	en:4-ultra-processed-food-and-drink-products	e	27	unknown		1		-5	-15	1	0	-10	2018-03-11T00:00:00Z	Other Snacks	LI	540230	2018-03-11T00:00:00Z	2019-04-01T00:00:00Z	Databases, database-usda, App - Yuka, Apps, App - smoothie-openfoodfacts
0041498135614	en			Sweetened Condensed Milk							14 oz	39 g			Aldi	aldi		Dairies, Evaporated milks, Evaporated milks with sugar, Whole condensed milk with sugar	en:dairies,en:evaporated-milks,en:evaporated-milks-with-sugar,en:whole-condensed-milk-with-sugar			United States	en:united-states	Aldi	aldi	0											MILK, SUGAR.				Milk	en:milk				serving	100g			130	kcal			3	g			1.5	g			22	g			21	g			0	g			3	g			87.5	mg			35	mg					130	kcal													0	g			10	mg			18	g											0	% DV																							2	% DV			8	% DV			0	% DV																								3	en:3-processed-foods	d	17	b	65	1	19027	-5	-15	1	0								App - yuka, Apps, App - Open Food Facts
4099100086263	en			Dark Chili Chocolate Bars							4.4 oz	25 g			Moser Roth	moser-roth		Snacks, Sweet snacks, Cocoa and its products, Chocolates, Dark chocolates, Dark chocolate bar	en:snacks,en:sweet-snacks,en:cocoa-and-its-products,en:chocolates,en:dark-chocolates,en:dark-chocolate-bar	Made in Germany	en:made-in-germany	United States	en:united-states	Aldi	aldi	0				Made in Germany							SEMISWEET CHOCOLATE (SUGAR, CHOCOLATE, COCOA BUTTER, SOY LECITHIN, VANILLA POWDER), NATURAL CHILI FLAVOR, OTHER NATURAL FLAVORS.				Soybeans	en:soybeans	Milk, Nuts, Peanuts, COCONUT	en:milk,en:nuts,en:peanuts,en:coconut		serving	100g			140	kcal			9	g			5	g			14	g			11	g			1	g			2	g			0	g			0	g					140	kcal													0	g			0	mg			11	g											0	µg																							122	mg			12	mg			2	mg																						en:chocolate-products	en:sugary-snacks,en:chocolate-products	4	en:4-ultra-processed-food-and-drink-products	e	21	e	15	1	31080	-5	-15	1	0								App - yuka, Apps, App - InFood
0077890386552	en			Vanilla Flavored Yogurt Covered Raisins							8 oz	30 g			Wegmans	wegmans	Wegmans Food Markets, Inc.	Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Snacks, Sweet snacks, Cocoa and its products, Confectioneries, Fruits based foods, Chocolate candies, Dried products, Bonbons, Dried plant-based foods, Fruit confectioneries, Chocolate covered fruits, Dried fruits, Chocolate-covered raisins, Raisins	en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:snacks,en:sweet-snacks,en:cocoa-and-its-products,en:confectioneries,en:fruits-based-foods,en:chocolate-candies,en:dried-products,en:bonbons,en:dried-plant-based-foods,en:fruit-confectioneries,en:chocolate-covered-fruits,en:dried-fruits,en:chocolate-covered-raisins,en:raisins			United States	en:united-states	Wegmans	wegmans	0											Yogurt Flavored Coating (Sugar, Hydrogenated Palm Kernel Oil. Yogurt Powder (Condensed Milk, Lactic Acid, Citric Acid, Bacterial Cultures), Whey Powder (milk), Whey Protein Concentrate, Soy Lecithin (emulsifier), Titanium Dioxide (color)), Raisins (Raisins, Cottonseed Oil, Sunflower Oil), Sugar, Glucose, Tapioca Dextrin, Corn Syrup, Confectioner's Glaze, Coconut Oil, Canola Oil.				Milk, Soybeans	en:milk,en:soybeans	Gluten, Nuts, Peanuts	en:gluten,en:nuts,en:peanuts		serving	100g			140	kcal			6	g			5	g			20	g			20	g			0	g			1	g			50	mg			20	mg					140	kcal													0	g			0	mg			13	g											0	µg																							103	mg			23	mg			0	mg																						en:dried-fruits	en:fruits-and-vegetables,en:dried-fruits	4	en:4-ultra-processed-food-and-drink-products	e	25	c	52	1	13046	-5	-15	1	0	-10	2017-07-14T00:00:00Z	Popcorn, Peanuts, Seeds & Related Snacks	LI	504709	2017-07-14T00:00:00Z	2019-04-01T00:00:00Z	Databases, database-usda, App - Yuka, Apps
0071169700094	en			Chocolate Flavored Cookie Icing							7 oz	2 Tbsp (35 g)			Betty Crocker	betty-crocker	Signature Brands LLC	Baking decorations	en:baking-decorations	No gluten	en:no-gluten	United States	en:united-states			0											CORN SYRUP, COCOA PROCESSED WITH ALKALI, GUM ACACIA, PROPYLENE GLYCOL ALGINATE, XANTHAN GUM, SALT, POTASSIUM SORBATE (PRESERVATIVE), NATURAL AND ARTIFICIAL FLAVOR.									serving	100g			110	kcal			0	g			0	g			28	g			27	g			0	g			0	g			175	mg			70	mg					110	kcal													0	g			0	mg			27	g											0	µg																							0	mg			0	mg			0	mg																								4	en:4-ultra-processed-food-and-drink-products	d	15	unknown		1		-5	-15	1	0		2017-07-14T00:00:00Z	Baking Decorations & Dessert Toppings	LI	540006	2017-07-14T00:00:00Z	2019-04-01T00:00:00Z	Databases, database-usda
03417607	en			Reese's White Pumpkins							1.2 oz	1 PACKAGE (34 g)			Reese's	reese-s	REESE'S	Snacks, Sweet snacks, Confectioneries	en:snacks,en:sweet-snacks,en:confectioneries			United States	en:united-states	Safeway	safeway	0											PEANUTS, SUGAR, VEGETABLE OIL (PALM OIL, SHEA OIL, SUNFLOWER OIL, PALM KERNEL OIL, SAFFLOWER OIL), DEXTROSE, SKIM MILK, CORN SYRUP SOLIDS, LACTOSE (MILK), SALT, LECITHIN (SOY), PGPR, TBHQ (TO MAINTAIN FRESHNESS), CITRIC ACID (TO MAINTAIN FRESHNESS), VANILLIN, ARTIFICIAL FLAVOR.				Milk, Peanuts, Soybeans	en:milk,en:peanuts,en:soybeans				serving	100g			180	kcal			11	g			3.5	g			18	g			15	g			1	g			4	g			337.5	mg			135	mg					180	kcal													0	g			0	mg			13	g											0	% DV																							2	% DV			4	% DV			4	% DV																						en:sweets	en:sugary-snacks,en:sweets	4	en:4-ultra-processed-food-and-drink-products	e	25	unknown		1		-5	-15	1	0	-10	2019-01-05T00:00:00Z	Candy	LI	678398	2019-01-05T00:00:00Z	2019-12-06T00:00:00Z	Databases, database-usda, App - Yuka, Apps
